selection,subgraph_nodes,subgraph_edges,sampling_size,trial,trial_seed,u,v,delta_aspl
random_edges,100,3857,100,1,647892279,1971,2619,0.00020202020202031434
random_edges,100,3857,100,1,647892279,2347,2058,0.00020202020202031434
random_edges,100,3857,100,1,647892279,2179,2124,0.00020202020202031434
random_edges,100,3857,100,1,647892279,2464,2359,0.00020202020202031434
random_edges,100,3857,100,1,647892279,2123,2484,0.00020202020202031434
random_edges,100,3857,100,1,647892279,2564,2359,0.00020202020202031434
random_edges,100,3857,100,1,647892279,2244,2600,0.00020202020202031434
centrality_topk,200,13777,10,0,1695753998,1465,1912,0.0
centrality_topk,200,13777,10,0,1695753998,1465,2266,0.0
centrality_topk,200,13777,10,0,1695753998,2328,1912,0.0
centrality_topk,200,13777,10,0,1695753998,1465,2542,0.0
centrality_topk,200,13777,10,0,1695753998,2328,2542,0.0
centrality_topk,200,13777,10,0,1695753998,2328,2233,0.0
centrality_topk,200,13777,10,0,1695753998,1912,2398,0.0
centrality_topk,200,13777,10,0,1695753998,2328,2142,0.0
centrality_topk,200,13777,10,0,1695753998,2398,2542,0.0
centrality_topk,200,13777,10,0,1695753998,2398,2142,0.0
centrality_topk,200,13777,10,0,1695753998,2347,1465,0.0
centrality_topk,200,13777,10,0,1695753998,1912,2454,0.0
centrality_topk,200,13777,10,0,1695753998,1912,2062,0.0
centrality_topk,200,13777,10,0,1695753998,2454,2542,0.0
centrality_topk,200,13777,10,0,1695753998,1912,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2266,2454,0.0
centrality_topk,200,13777,10,0,1695753998,2543,1465,0.0
centrality_topk,200,13777,10,0,1695753998,2543,2328,0.0
centrality_topk,200,13777,10,0,1695753998,2347,2398,0.0
centrality_topk,200,13777,10,0,1695753998,2062,2542,0.0
centrality_topk,200,13777,10,0,1695753998,2454,2142,0.0
centrality_topk,200,13777,10,0,1695753998,2542,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2266,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2142,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2062,1985,0.0
centrality_topk,200,13777,10,0,1695753998,2543,2398,0.0
centrality_topk,200,13777,10,0,1695753998,2062,2229,0.0
centrality_topk,200,13777,10,0,1695753998,2611,2454,0.0
centrality_topk,200,13777,10,0,1695753998,2088,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2229,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2398,2468,0.0
centrality_topk,200,13777,10,0,1695753998,1983,2454,0.0
centrality_topk,200,13777,10,0,1695753998,2266,2501,0.0
centrality_topk,200,13777,10,0,1695753998,1912,2501,0.0
centrality_topk,200,13777,10,0,1695753998,2347,2062,0.0
centrality_topk,200,13777,10,0,1695753998,1984,2443,0.0
centrality_topk,200,13777,10,0,1695753998,1966,2454,0.0
centrality_topk,200,13777,10,0,1695753998,2501,2542,0.0
centrality_topk,200,13777,10,0,1695753998,1966,2062,0.0
centrality_topk,200,13777,10,0,1695753998,2069,2062,0.0
centrality_topk,200,13777,10,0,1695753998,2501,2142,0.0
centrality_topk,200,13777,10,0,1695753998,2543,2062,0.0
centrality_topk,200,13777,10,0,1695753998,2069,2443,0.0
centrality_topk,200,13777,10,0,1695753998,2062,2121,0.0
centrality_topk,200,13777,10,0,1695753998,2501,2229,0.0
centrality_topk,200,13777,10,0,1695753998,2501,2560,0.0
centrality_topk,200,13777,10,0,1695753998,1912,2393,0.0
centrality_topk,200,13777,10,0,1695753998,1465,1941,0.0
centrality_topk,200,13777,10,0,1695753998,2328,1941,0.0
centrality_topk,200,13777,10,0,1695753998,2393,2542,0.0
random_edges,200,13777,10,0,1695753998,2188,2352,0.0
random_edges,200,13777,10,0,1695753998,2244,2359,0.0
random_edges,200,13777,10,0,1695753998,2573,2356,0.0
random_edges,200,13777,10,0,1695753998,2563,2201,0.0
random_edges,200,13777,10,0,1695753998,1946,2340,0.0
random_edges,200,13777,10,0,1695753998,2074,2095,0.0
random_edges,200,13777,10,0,1695753998,2386,2112,0.0
random_edges,200,13777,10,0,1695753998,2593,2376,0.0
random_edges,200,13777,10,0,1695753998,2115,1962,0.0
random_edges,200,13777,10,0,1695753998,2069,2040,0.0
random_edges,200,13777,10,0,1695753998,2045,2560,0.0
random_edges,200,13777,10,0,1695753998,1963,2446,0.0
random_edges,200,13777,10,0,1695753998,2593,2556,0.0
random_edges,200,13777,10,0,1695753998,2064,2624,0.0
random_edges,200,13777,10,0,1695753998,2560,2542,0.0
random_edges,200,13777,10,0,1695753998,2257,1971,0.0
random_edges,200,13777,10,0,1695753998,2020,2121,0.0
random_edges,200,13777,10,0,1695753998,2578,2615,0.0
random_edges,200,13777,10,0,1695753998,2359,2506,0.0
random_edges,200,13777,10,0,1695753998,2549,2131,0.0
random_edges,200,13777,10,0,1695753998,2564,2478,0.0
random_edges,200,13777,10,0,1695753998,2469,2253,0.0
random_edges,200,13777,10,0,1695753998,1984,1997,0.0
random_edges,200,13777,10,0,1695753998,2257,2229,0.0
random_edges,200,13777,10,0,1695753998,2083,2165,0.0
random_edges,200,13777,10,0,1695753998,2553,2326,0.0
random_edges,200,13777,10,0,1695753998,2348,2607,0.0005025125628139726
random_edges,200,13777,10,0,1695753998,1993,2307,0.0
random_edges,200,13777,10,0,1695753998,2376,2278,0.0
random_edges,200,13777,10,0,1695753998,2275,2190,0.0005025125628139726
random_edges,200,13777,10,0,1695753998,2574,1929,0.0
random_edges,200,13777,10,0,1695753998,1983,2352,0.0
random_edges,200,13777,10,0,1695753998,1938,2590,0.0
random_edges,200,13777,10,0,1695753998,2112,2410,0.0
random_edges,200,13777,10,0,1695753998,2376,2115,0.0
random_edges,200,13777,10,0,1695753998,2103,2408,0.0
random_edges,200,13777,10,0,1695753998,1943,2423,0.0
random_edges,200,13777,10,0,1695753998,2347,2398,0.0
random_edges,200,13777,10,0,1695753998,2376,2121,0.0
random_edges,200,13777,10,0,1695753998,2030,2220,0.0
random_edges,200,13777,10,0,1695753998,2578,2551,0.0
random_edges,200,13777,10,0,1695753998,2090,2206,0.0
random_edges,200,13777,10,0,1695753998,2266,2123,0.0
random_edges,200,13777,10,0,1695753998,2216,2410,0.0
random_edges,200,13777,10,0,1695753998,2348,2631,0.0
random_edges,200,13777,10,0,1695753998,1984,2381,0.0
random_edges,200,13777,10,0,1695753998,1983,1993,0.0
random_edges,200,13777,10,0,1695753998,2103,2564,0.0
random_edges,200,13777,10,0,1695753998,2460,2212,0.0
random_edges,200,13777,10,0,1695753998,2059,2200,0.0
centrality_topk,200,13777,30,0,1695753998,1465,1912,0.0
centrality_topk,200,13777,30,0,1695753998,1465,2266,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2328,1912,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,1465,2542,0.0
centrality_topk,200,13777,30,0,1695753998,2328,2542,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2328,2233,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,1912,2398,0.0003350083752093891
centrality_topk,200,13777,30,0,1695753998,2328,2142,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2398,2542,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2398,2142,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2347,1465,0.0
centrality_topk,200,13777,30,0,1695753998,1912,2454,0.0
centrality_topk,200,13777,30,0,1695753998,1912,2062,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2454,2542,0.0
centrality_topk,200,13777,30,0,1695753998,1912,2443,0.0
centrality_topk,200,13777,30,0,1695753998,2266,2454,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2543,1465,0.0
centrality_topk,200,13777,30,0,1695753998,2543,2328,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2347,2398,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2062,2542,0.0
centrality_topk,200,13777,30,0,1695753998,2454,2142,0.0
centrality_topk,200,13777,30,0,1695753998,2542,2443,0.0
centrality_topk,200,13777,30,0,1695753998,2266,2443,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2142,2443,0.0
centrality_topk,200,13777,30,0,1695753998,2062,1985,0.0
centrality_topk,200,13777,30,0,1695753998,2543,2398,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2062,2229,0.0
centrality_topk,200,13777,30,0,1695753998,2611,2454,0.0
centrality_topk,200,13777,30,0,1695753998,2088,2443,0.0
centrality_topk,200,13777,30,0,1695753998,2229,2443,0.0
centrality_topk,200,13777,30,0,1695753998,2398,2468,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,1983,2454,0.0
centrality_topk,200,13777,30,0,1695753998,2266,2501,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,1912,2501,0.0
centrality_topk,200,13777,30,0,1695753998,2347,2062,0.0
centrality_topk,200,13777,30,0,1695753998,1984,2443,0.0
centrality_topk,200,13777,30,0,1695753998,1966,2454,0.0
centrality_topk,200,13777,30,0,1695753998,2501,2542,0.0
centrality_topk,200,13777,30,0,1695753998,1966,2062,0.0
centrality_topk,200,13777,30,0,1695753998,2069,2062,0.0
centrality_topk,200,13777,30,0,1695753998,2501,2142,0.0
centrality_topk,200,13777,30,0,1695753998,2543,2062,0.0
centrality_topk,200,13777,30,0,1695753998,2069,2443,0.0
centrality_topk,200,13777,30,0,1695753998,2062,2121,0.0
centrality_topk,200,13777,30,0,1695753998,2501,2229,0.0
centrality_topk,200,13777,30,0,1695753998,2501,2560,0.0
centrality_topk,200,13777,30,0,1695753998,1912,2393,0.0
centrality_topk,200,13777,30,0,1695753998,1465,1941,0.0
centrality_topk,200,13777,30,0,1695753998,2328,1941,0.00016750418760458352
centrality_topk,200,13777,30,0,1695753998,2393,2542,0.0
random_edges,200,13777,30,0,1695753998,1938,2507,0.0
random_edges,200,13777,30,0,1695753998,2131,2140,0.0
random_edges,200,13777,30,0,1695753998,1962,2520,0.0
random_edges,200,13777,30,0,1695753998,2112,2359,0.0
random_edges,200,13777,30,0,1695753998,2353,2220,0.0
random_edges,200,13777,30,0,1695753998,1986,1993,0.0
random_edges,200,13777,30,0,1695753998,2418,2601,0.0003350083752093891
random_edges,200,13777,30,0,1695753998,2083,1966,0.0
random_edges,200,13777,30,0,1695753998,2381,2112,0.0
random_edges,200,13777,30,0,1695753998,2020,2469,0.0
random_edges,200,13777,30,0,1695753998,2543,2469,0.0
random_edges,200,13777,30,0,1695753998,2190,1917,0.0
random_edges,200,13777,30,0,1695753998,2060,2630,0.0
random_edges,200,13777,30,0,1695753998,2433,2112,0.0
random_edges,200,13777,30,0,1695753998,2625,2109,0.0
random_edges,200,13777,30,0,1695753998,2218,2290,0.00016750418760458352
random_edges,200,13777,30,0,1695753998,2257,2604,0.0
random_edges,200,13777,30,0,1695753998,2278,2142,0.0
random_edges,200,13777,30,0,1695753998,2104,2131,0.00016750418760458352
random_edges,200,13777,30,0,1695753998,2271,2354,0.0
random_edges,200,13777,30,0,1695753998,2030,2359,0.0
random_edges,200,13777,30,0,1695753998,2655,2326,0.00016750418760458352
random_edges,200,13777,30,0,1695753998,2030,2326,0.00016750418760458352
random_edges,200,13777,30,0,1695753998,2323,2121,0.0
random_edges,200,13777,30,0,1695753998,1918,2331,0.0
random_edges,200,13777,30,0,1695753998,2619,2520,0.0
random_edges,200,13777,30,0,1695753998,2414,2123,0.0
random_edges,200,13777,30,0,1695753998,2059,2561,0.0
random_edges,200,13777,30,0,1695753998,1943,2551,0.0
random_edges,200,13777,30,0,1695753998,1983,2553,0.0
random_edges,200,13777,30,0,1695753998,2278,2553,0.0
random_edges,200,13777,30,0,1695753998,2563,2123,0.0
random_edges,200,13777,30,0,1695753998,2354,2356,0.0
random_edges,200,13777,30,0,1695753998,2229,2630,0.0
random_edges,200,13777,30,0,1695753998,2414,2329,0.0
random_edges,200,13777,30,0,1695753998,1984,2381,0.0
random_edges,200,13777,30,0,1695753998,1971,1941,0.0
random_edges,200,13777,30,0,1695753998,1918,1993,0.0
random_edges,200,13777,30,0,1695753998,2446,2359,0.0
random_edges,200,13777,30,0,1695753998,2359,2590,0.0
random_edges,200,13777,30,0,1695753998,2324,2624,0.0
random_edges,200,13777,30,0,1695753998,2460,2374,0.0
random_edges,200,13777,30,0,1695753998,2090,2654,0.0
random_edges,200,13777,30,0,1695753998,2464,2098,0.0
random_edges,200,13777,30,0,1695753998,2088,2261,0.0
random_edges,200,13777,30,0,1695753998,1983,2244,0.0
random_edges,200,13777,30,0,1695753998,2354,2123,0.0
random_edges,200,13777,30,0,1695753998,2482,2229,0.0
random_edges,200,13777,30,0,1695753998,2244,2095,0.00016750418760458352
random_edges,200,13777,30,0,1695753998,2564,2040,0.00016750418760458352
centrality_topk,200,13777,50,0,1695753998,1465,1912,0.0
centrality_topk,200,13777,50,0,1695753998,1465,2266,0.0
centrality_topk,200,13777,50,0,1695753998,2328,1912,0.0
centrality_topk,200,13777,50,0,1695753998,1465,2542,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2328,2542,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2328,2233,0.0
centrality_topk,200,13777,50,0,1695753998,1912,2398,0.0
centrality_topk,200,13777,50,0,1695753998,2328,2142,0.0
centrality_topk,200,13777,50,0,1695753998,2398,2542,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2398,2142,0.0
centrality_topk,200,13777,50,0,1695753998,2347,1465,0.0
centrality_topk,200,13777,50,0,1695753998,1912,2454,0.0
centrality_topk,200,13777,50,0,1695753998,1912,2062,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2454,2542,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,1912,2443,0.0
centrality_topk,200,13777,50,0,1695753998,2266,2454,0.0
centrality_topk,200,13777,50,0,1695753998,2543,1465,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2543,2328,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2347,2398,0.0
centrality_topk,200,13777,50,0,1695753998,2062,2542,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2454,2142,0.0
centrality_topk,200,13777,50,0,1695753998,2542,2443,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2266,2443,0.0
centrality_topk,200,13777,50,0,1695753998,2142,2443,0.0
centrality_topk,200,13777,50,0,1695753998,2062,1985,0.0
centrality_topk,200,13777,50,0,1695753998,2543,2398,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2062,2229,0.0
centrality_topk,200,13777,50,0,1695753998,2611,2454,0.0
centrality_topk,200,13777,50,0,1695753998,2088,2443,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2229,2443,0.0
centrality_topk,200,13777,50,0,1695753998,2398,2468,0.0
centrality_topk,200,13777,50,0,1695753998,1983,2454,0.0
centrality_topk,200,13777,50,0,1695753998,2266,2501,0.0
centrality_topk,200,13777,50,0,1695753998,1912,2501,0.0
centrality_topk,200,13777,50,0,1695753998,2347,2062,0.0
centrality_topk,200,13777,50,0,1695753998,1984,2443,0.0
centrality_topk,200,13777,50,0,1695753998,1966,2454,0.0
centrality_topk,200,13777,50,0,1695753998,2501,2542,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,1966,2062,0.0
centrality_topk,200,13777,50,0,1695753998,2069,2062,0.0
centrality_topk,200,13777,50,0,1695753998,2501,2142,0.0
centrality_topk,200,13777,50,0,1695753998,2543,2062,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,2069,2443,0.0
centrality_topk,200,13777,50,0,1695753998,2062,2121,0.0
centrality_topk,200,13777,50,0,1695753998,2501,2229,0.0
centrality_topk,200,13777,50,0,1695753998,2501,2560,0.0
centrality_topk,200,13777,50,0,1695753998,1912,2393,0.0001005025125626613
centrality_topk,200,13777,50,0,1695753998,1465,1941,0.0
centrality_topk,200,13777,50,0,1695753998,2328,1941,0.0
centrality_topk,200,13777,50,0,1695753998,2393,2542,0.00020100502512554463
random_edges,200,13777,50,0,1695753998,2045,1917,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2271,2308,0.0
random_edges,200,13777,50,0,1695753998,2532,2615,0.0
random_edges,200,13777,50,0,1695753998,2615,2299,0.0
random_edges,200,13777,50,0,1695753998,2201,2124,0.0
random_edges,200,13777,50,0,1695753998,2347,2150,0.0
random_edges,200,13777,50,0,1695753998,2615,2352,0.0
random_edges,200,13777,50,0,1695753998,2564,1917,0.00020100502512554463
random_edges,200,13777,50,0,1695753998,2625,2482,0.0
random_edges,200,13777,50,0,1695753998,2409,2122,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2206,2329,0.0
random_edges,200,13777,50,0,1695753998,2469,2206,0.0
random_edges,200,13777,50,0,1695753998,2043,2363,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2030,2468,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,1971,2504,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2593,2559,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2290,2131,0.0
random_edges,200,13777,50,0,1695753998,2460,2307,0.0
random_edges,200,13777,50,0,1695753998,2386,2150,0.0
random_edges,200,13777,50,0,1695753998,2213,2299,0.0
random_edges,200,13777,50,0,1695753998,2216,2559,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,1985,2124,0.0
random_edges,200,13777,50,0,1695753998,2433,2109,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2323,2331,0.0
random_edges,200,13777,50,0,1695753998,2564,2478,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2468,1997,0.0
random_edges,200,13777,50,0,1695753998,2593,2139,0.0
random_edges,200,13777,50,0,1695753998,2064,2093,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2433,2037,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2551,2184,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2446,2546,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2115,2095,0.0
random_edges,200,13777,50,0,1695753998,2550,2619,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2549,2574,0.00020100502512554463
random_edges,200,13777,50,0,1695753998,2573,2334,0.0
random_edges,200,13777,50,0,1695753998,2324,2069,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2604,2560,0.0
random_edges,200,13777,50,0,1695753998,2073,2212,0.0
random_edges,200,13777,50,0,1695753998,2543,2043,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,1946,2446,0.0
random_edges,200,13777,50,0,1695753998,2201,2363,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2495,2553,0.0
random_edges,200,13777,50,0,1695753998,2323,2590,0.0
random_edges,200,13777,50,0,1695753998,2109,2340,0.0
random_edges,200,13777,50,0,1695753998,2563,2504,0.0
random_edges,200,13777,50,0,1695753998,2593,2103,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2615,1917,0.0001005025125626613
random_edges,200,13777,50,0,1695753998,2188,1997,0.0
random_edges,200,13777,50,0,1695753998,2624,2526,0.0
random_edges,200,13777,50,0,1695753998,2550,2352,0.0001005025125626613
centrality_topk,200,13777,100,0,1695753998,1465,1912,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,1465,2266,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2328,1912,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,1465,2542,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2328,2542,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2328,2233,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,1912,2398,0.000150753768844325
centrality_topk,200,13777,100,0,1695753998,2328,2142,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2398,2542,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2398,2142,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2347,1465,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,1912,2454,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,1912,2062,0.00020100502512576668
centrality_topk,200,13777,100,0,1695753998,2454,2542,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,1912,2443,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2266,2454,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2543,1465,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2543,2328,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2347,2398,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2062,2542,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2454,2142,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2542,2443,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2266,2443,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2142,2443,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2062,1985,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2543,2398,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2062,2229,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2611,2454,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2088,2443,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2229,2443,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2398,2468,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,1983,2454,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2266,2501,0.0
centrality_topk,200,13777,100,0,1695753998,1912,2501,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2347,2062,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,1984,2443,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,1966,2454,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2501,2542,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,1966,2062,0.00010050251256288334
centrality_topk,200,13777,100,0,1695753998,2069,2062,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2501,2142,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2543,2062,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2069,2443,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2062,2121,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2501,2229,0.0
centrality_topk,200,13777,100,0,1695753998,2501,2560,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,1912,2393,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,1465,1941,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2328,1941,5.025125628144167e-05
centrality_topk,200,13777,100,0,1695753998,2393,2542,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2271,2112,0.0
random_edges,200,13777,100,0,1695753998,2142,2356,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2142,2306,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2064,2520,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2601,2446,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2108,1997,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,1966,2154,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2347,2646,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2218,2484,0.0
random_edges,200,13777,100,0,1695753998,2539,2184,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2418,2257,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2428,2201,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2573,2506,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2386,2213,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2150,2261,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2323,2115,0.0
random_edges,200,13777,100,0,1695753998,2549,2206,0.0
random_edges,200,13777,100,0,1695753998,2423,2485,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2201,2559,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2073,2334,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2266,2443,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2423,1941,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2069,2229,0.0
random_edges,200,13777,100,0,1695753998,2370,2073,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,1912,2046,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2069,1912,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2423,2369,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,1946,2552,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2213,2078,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2464,1979,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2482,1929,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2290,2184,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2059,2046,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2123,2395,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2290,1917,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2484,1997,0.0
random_edges,200,13777,100,0,1695753998,2381,2654,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2615,2307,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2229,2395,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2354,2184,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2625,2550,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2088,2104,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2172,2520,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2131,2005,0.0
random_edges,200,13777,100,0,1695753998,2271,2240,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2549,2115,0.0
random_edges,200,13777,100,0,1695753998,2579,2306,5.025125628144167e-05
random_edges,200,13777,100,0,1695753998,2108,1986,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,2103,2311,0.00010050251256288334
random_edges,200,13777,100,0,1695753998,1966,2118,0.00010050251256288334
centrality_topk,200,3541,10,1,207388624,107,348,0.0
centrality_topk,200,3541,10,1,207388624,483,671,0.004522613065326642
centrality_topk,200,3541,10,1,207388624,483,1492,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1455,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,1682,483,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1611,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,639,0.003015075376884724
centrality_topk,200,3541,10,1,207388624,483,348,0.0
centrality_topk,200,3541,10,1,207388624,483,1875,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1680,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1284,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,397,0.004020100502512669
centrality_topk,200,3541,10,1,207388624,483,1245,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1848,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1382,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1158,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1732,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1102,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1751,0.032160804020100464
centrality_topk,200,3541,10,1,207388624,483,1812,0.0005025125628144167
centrality_topk,200,3541,10,1,207388624,483,1907,0.0005025125628144167
